
Resultados por universidad
Matriculados por tipo de centro, sexo, dedicación al estudio y rama de enseñanza
Unidades: Número de estudiantes

,Total,,,,,Ciencias Sociales y Jurídicas,,,,,Ingeniería y Arquitectura,,,,,Artes y Humanidades,,,,,Ciencias de la Salud,,,,,Ciencias,,,,,
,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,
Todas las universidades,
    Total,
            Tiempo Parcial,252.0,256.0,269.0,289.0,280.0,147.0,153.0,167.0,166.0,156.0,69.0,77.0,69.0,87.0,75.0,12.0,15.0,18.0,13.0,24.0,12.0,5.0,11.0,13.0,14.0,12.0,6.0,4.0,10.0,11.0,
        Mujeres,
            Total,843.0,924.0,966.0,932.0,1107.0,617.0,715.0,772.0,752.0,883.0,68.0,58.0,45.0,38.0,56.0,71.0,73.0,86.0,76.0,96.0,35.0,41.0,41.0,43.0,44.0,52.0,37.0,22.0,23.0,28.0,
            Tiempo Completo,591.0,633.0,627.0,602.0,769.0,448.0,533.0,517.0,489.0,628.0,39.0,25.0,22.0,13.0,35.0,60.0,39.0,47.0,52.0,58.0,14.0,20.0,27.0,30.0,29.0,30.0,16.0,14.0,18.0,19.0,
            Tiempo Parcial,252.0,291.0,339.0,330.0,338.0,169.0,182.0,255.0,263.0,255.0,29.0,33.0,23.0,25.0,21.0,11.0,34.0,39.0,24.0,38.0,21.0,21.0,14.0,13.0,15.0,22.0,21.0,8.0,5.0,9.0,
    Centro propio,
        Ambos sexos,
            Total,1494.0,1497.0,1575.0,1613.0,1802.0,1013.0,1081.0,1178.0,1172.0,1285.0,216.0,188.0,173.0,193.0,225.0,113.0,114.0,121.0,123.0,153.0,72.0,61.0,62.0,74.0,83.0,80.0,53.0,41.0,51.0,56.0,
            Tiempo Completo,995.0,953.0,988.0,1014.0,1207.0,702.0,749.0,777.0,761.0,896.0,118.0,78.0,81.0,81.0,129.0,90.0,65.0,64.0,86.0,91.0,39.0,35.0,37.0,50.0,55.0,46.0,26.0,29.0,36.0,36.0,
            Tiempo Parcial,499.0,544.0,587.0,599.0,595.0,311.0,332.0,401.0,411.0,389.0,98.0,110.0,92.0,112.0,96.0,23.0,49.0,57.0,37.0,62.0,33.0,26.0,25.0,24.0,28.0,34.0,27.0,12.0,15.0,20.0,
        Hombres,
            Total,667.0,628.0,678.0,732.0,772.0,412.0,420.0,469.0,467.0,469.0,148.0,130.0,128.0,155.0,169.0,42.0,41.0,35.0,47.0,57.0,37.0,21.0,27.0,35.0,49.0,28.0,16.0,19.0,28.0,28.0,
            Tiempo Completo,415.0,372.0,411.0,446.0,495.0,265.0,267.0,304.0,303.0,316.0,79.0,53.0,59.0,68.0,94.0,30.0,26.0,17.0,34.0,33.0,25.0,16.0,16.0,23.0,35.0,16.0,10.0,15.0,18.0,17.0,
            Tiempo Parcial,252.0,256.0,267.0,286.0,277.0,147.0,153.0,165.0,164.0,153.0,69.0,77.0,69.0,87.0,75.0,12.0,15.0,18.0,13.0,24.0,12.0,5.0,11.0,12.0,14.0,12.0,6.0,4.0,10.0,11.0,
        Mujeres,
            Total,827.0,869.0,897.0,881.0,1030.0,601.0,661.0,709.0,705.0,816.0,68.0,58.0,45.0,38.0,56.0,71.0,73.0,86.0,76.0,96.0,35.0,40.0,35.0,39.0,34.0,52.0,37.0,22.0,23.0,28.0,
            Tiempo Completo,580.0,581.0,577.0,568.0,712.0,437.0,482.0,473.0,458.0,580.0,39.0,25.0,22.0,13.0,35.0,60.0,39.0,47.0,52.0,58.0,14.0,19.0,21.0,27.0,20.0,30.0,16.0,14.0,18.0,19.0,
            Tiempo Parcial,247.0,288.0,320.0,313.0,318.0,164.0,179.0,236.0,247.0,236.0,29.0,33.0,23.0,25.0,21.0,11.0,34.0,39.0,24.0,38.0,21.0,21.0,14.0,12.0,14.0,22.0,21.0,8.0,5.0,9.0,
    Centro adscrito,
        Ambos sexos,
            Total,18.0,71.0,88.0,66.0,89.0,18.0,60.0,71.0,53.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,13.0,68.0,67.0,46.0,66.0,13.0,57.0,50.0,35.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,5.0,3.0,21.0,20.0,23.0,5.0,3.0,21.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,
        Hombres,
            Total,2.0,16.0,19.0,15.0,12.0,2.0,6.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,2.0,16.0,17.0,12.0,9.0,2.0,6.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Mujeres,
            Total,16.0,55.0,69.0,51.0,77.0,16.0,54.0,63.0,47.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,11.0,52.0,50.0,34.0,57.0,11.0,51.0,44.0,31.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,5.0,3.0,19.0,17.0,20.0,5.0,3.0,19.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
    Otras unidades,
        Ambos sexos,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Hombres,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Mujeres,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Girona,
    Total,
        Ambos sexos,
            Total,925.0,1007.0,988.0,952.0,940.0,512.0,550.0,519.0,495.0,512.0,180.0,192.0,200.0,191.0,168.0,68.0,60.0,62.0,55.0,64.0,100.0,130.0,155.0,151.0,128.0,65.0,75.0,52.0,60.0,68.0,
            Tiempo Completo,668.0,709.0,640.0,654.0,644.0,363.0,381.0,331.0,342.0,357.0,148.0,154.0,156.0,154.0,137.0,50.0,44.0,40.0,39.0,48.0,55.0,68.0,70.0,63.0,42.0,52.0,62.0,43.0,56.0,60.0,
            Tiempo Parcial,257.0,298.0,348.0,298.0,296.0,149.0,169.0,188.0,153.0,155.0,32.0,38.0,44.0,37.0,31.0,18.0,16.0,22.0,16.0,16.0,45.0,62.0,85.0,88.0,86.0,13.0,13.0,9.0,4.0,8.0,
        Hombres,
            Total,406.0,454.0,444.0,414.0,400.0,197.0,225.0,202.0,188.0,201.0,144.0,146.0,151.0,129.0,109.0,23.0,18.0,20.0,25.0,24.0,15.0,25.0,40.0,38.0,30.0,27.0,40.0,31.0,34.0,36.0,
            Tiempo Completo,304.0,312.0,289.0,285.0,281.0,139.0,140.0,111.0,122.0,135.0,115.0,114.0,118.0,98.0,86.0,19.0,14.0,17.0,18.0,18.0,11.0,13.0,18.0,15.0,10.0,20.0,31.0,25.0,32.0,32.0,
            Tiempo Parcial,102.0,142.0,155.0,129.0,119.0,58.0,85.0,91.0,66.0,66.0,29.0,32.0,33.0,31.0,23.0,4.0,4.0,3.0,7.0,6.0,4.0,12.0,22.0,23.0,20.0,7.0,9.0,6.0,2.0,4.0,
        Mujeres,
            Total,519.0,553.0,544.0,538.0,540.0,315.0,325.0,317.0,307.0,311.0,36.0,46.0,49.0,62.0,59.0,45.0,42.0,42.0,30.0,40.0,85.0,105.0,115.0,113.0,98.0,38.0,35.0,21.0,26.0,32.0,
            Tiempo Completo,364.0,397.0,351.0,369.0,363.0,224.0,241.0,220.0,220.0,222.0,33.0,40.0,38.0,56.0,51.0,31.0,30.0,23.0,21.0,30.0,44.0,55.0,52.0,48.0,32.0,32.0,31.0,18.0,24.0,28.0,
            Tiempo Parcial,155.0,156.0,193.0,169.0,177.0,91.0,84.0,97.0,87.0,89.0,3.0,6.0,11.0,6.0,8.0,14.0,12.0,19.0,9.0,10.0,41.0,50.0,63.0,65.0,66.0,6.0,4.0,3.0,2.0,4.0,
    Centro propio,
        Ambos sexos,
            Total,903.0,1007.0,979.0,952.0,940.0,512.0,550.0,519.0,495.0,512.0,158.0,192.0,191.0,191.0,168.0,68.0,60.0,62.0,55.0,64.0,100.0,130.0,155.0,151.0,128.0,65.0,75.0,52.0,60.0,68.0,
            Tiempo Completo,648.0,709.0,632.0,654.0,644.0,363.0,381.0,331.0,342.0,357.0,128.0,154.0,148.0,154.0,137.0,50.0,44.0,40.0,39.0,48.0,55.0,68.0,70.0,63.0,42.0,52.0,62.0,43.0,56.0,60.0,
            Tiempo Parcial,255.0,298.0,347.0,298.0,296.0,149.0,169.0,188.0,153.0,155.0,30.0,38.0,43.0,37.0,31.0,18.0,16.0,22.0,16.0,16.0,45.0,62.0,85.0,88.0,86.0,13.0,13.0,9.0,4.0,8.0,
        Hombres,
            Total,390.0,454.0,437.0,414.0,400.0,197.0,225.0,202.0,188.0,201.0,128.0,146.0,144.0,129.0,109.0,23.0,18.0,20.0,25.0,24.0,15.0,25.0,40.0,38.0,30.0,27.0,40.0,31.0,34.0,36.0,
            Tiempo Completo,290.0,312.0,283.0,285.0,281.0,139.0,140.0,111.0,122.0,135.0,101.0,114.0,112.0,98.0,86.0,19.0,14.0,17.0,18.0,18.0,11.0,13.0,18.0,15.0,10.0,20.0,31.0,25.0,32.0,32.0,
            Tiempo Parcial,100.0,142.0,154.0,129.0,119.0,58.0,85.0,91.0,66.0,66.0,27.0,32.0,32.0,31.0,23.0,4.0,4.0,3.0,7.0,6.0,4.0,12.0,22.0,23.0,20.0,7.0,9.0,6.0,2.0,4.0,
        Mujeres,
            Total,513.0,553.0,542.0,538.0,540.0,315.0,325.0,317.0,307.0,311.0,30.0,46.0,47.0,62.0,59.0,45.0,42.0,42.0,30.0,40.0,85.0,105.0,115.0,113.0,98.0,38.0,35.0,21.0,26.0,32.0,
            Tiempo Completo,358.0,397.0,349.0,369.0,363.0,224.0,241.0,220.0,220.0,222.0,27.0,40.0,36.0,56.0,51.0,31.0,30.0,23.0,21.0,30.0,44.0,55.0,52.0,48.0,32.0,32.0,31.0,18.0,24.0,28.0,
            Tiempo Parcial,155.0,156.0,193.0,169.0,177.0,91.0,84.0,97.0,87.0,89.0,3.0,6.0,11.0,6.0,8.0,14.0,12.0,19.0,9.0,10.0,41.0,50.0,63.0,65.0,66.0,6.0,4.0,3.0,2.0,4.0,
    Centro adscrito,
        Ambos sexos,
            Total,22.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,20.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Hombres,
            Total,16.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Mujeres,
            Total,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
    Otras unidades,
        Ambos sexos,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Hombres,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Mujeres,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Granada,
    Total,
        Ambos sexos,
            Total,4283.0,5079.0,5803.0,5843.0,6222.0,2088.0,2595.0,2812.0,2723.0,2987.0,510.0,611.0,801.0,774.0,778.0,528.0,567.0,780.0,912.0,943.0,680.0,753.0,818.0,843.0,880.0,477.0,553.0,592.0,591.0,634.0,
            Tiempo Completo,3320.0,3851.0,4334.0,4144.0,4440.0,1659.0,2052.0,2198.0,1966.0,2223.0,373.0,389.0,422.0,457.0,453.0,389.0,376.0,597.0,623.0,587.0,555.0,628.0,674.0,687.0,724.0,344.0,406.0,443.0,411.0,453.0,
            Tiempo Parcial,963.0,1228.0,1469.0,1699.0,1782.0,429.0,543.0,614.0,757.0,764.0,137.0,222.0,379.0,317.0,325.0,139.0,191.0,183.0,289.0,356.0,125.0,125.0,144.0,156.0,156.0,133.0,147.0,149.0,180.0,181.0,
        Hombres,
            Total,1823.0,2101.0,2368.0,2463.0,2575.0,793.0,959.0,1033.0,1047.0,1104.0,364.0,440.0,550.0,521.0,528.0,231.0,215.0,274.0,347.0,357.0,192.0,203.0,212.0,240.0,244.0,243.0,284.0,299.0,308.0,342.0,
            Tiempo Completo,1379.0,1544.0,1685.0,1710.0,1787.0,611.0,744.0,791.0,742.0,819.0,276.0,275.0,273.0,310.0,306.0,159.0,137.0,214.0,229.0,227.0,165.0,177.0,183.0,202.0,201.0,168.0,211.0,224.0,227.0,234.0,
            Tiempo Parcial,444.0,557.0,683.0,753.0,788.0,182.0,215.0,242.0,305.0,285.0,88.0,165.0,277.0,211.0,222.0,72.0,78.0,60.0,118.0,130.0,27.0,26.0,29.0,38.0,43.0,75.0,73.0,75.0,81.0,108.0,
        Mujeres,
            Total,2460.0,2978.0,3435.0,3380.0,3647.0,1295.0,1636.0,1779.0,1676.0,1883.0,146.0,171.0,251.0,253.0,250.0,297.0,352.0,506.0,565.0,586.0,488.0,550.0,606.0,603.0,636.0,234.0,269.0,293.0,283.0,292.0,
            Tiempo Completo,1941.0,2307.0,2649.0,2434.0,2653.0,1048.0,1308.0,1407.0,1224.0,1404.0,97.0,114.0,149.0,147.0,147.0,230.0,239.0,383.0,394.0,360.0,390.0,451.0,491.0,485.0,523.0,176.0,195.0,219.0,184.0,219.0,
            Tiempo Parcial,519.0,671.0,786.0,946.0,994.0,247.0,328.0,372.0,452.0,479.0,49.0,57.0,102.0,106.0,103.0,67.0,113.0,123.0,171.0,226.0,98.0,99.0,115.0,118.0,113.0,58.0,74.0,74.0,99.0,73.0,
    Centro propio,
        Ambos sexos,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Hombres,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Mujeres,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
    Centro adscrito,
        Ambos sexos,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Hombres,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
        Mujeres,
            Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Completo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
            Tiempo Parcial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
    Otras unidades,
        Ambos sexos,
            Total,4283.0,5079.0,5803.0,5843.0,6222.0,2088.0,2595.0,2812.0,2723.0,2987.0,510.0,611.0,801.0,774.0,778.0,528.0,567.0,780.0,912.0,943.0,680.0,753.0,818.0,843.0,880.0,477.0,553.0,592.0,591.0,634.0,
            Tiempo Completo,3320.0,3851.0,4334.0,4144.0,4440.0,1659.0,2052.0,2198.0,1966.0,2223.0,373.0,389.0,422.0,457.0,453.0,389.0,376.0,597.0,623.0,587.0,555.0,628.0,674.0,687.0,724.0,344.0,406.0,443.0,411.0,453.0,
            Tiempo Parcial,963.0,1228.0,1469.0,1699.0,1782.0,429.0,543.0,614.0,757.0,764.0,137.0,222.0,379.0,317.0,325.0,139.0,191.0,183.0,289.0,356.0,125.0,125.0,144.0,156.0,156.0,133.0,147.0,149.0,180.0,181.0,
        Hombres,
            Total,1823.0,2101.0,2368.0,2463.0,2575.0,793.0,959.0,1033.0,1047.0,1104.0,364.0,440.0,550.0,521.0,528.0,231.0,215.0,274.0,347.0,357.0,192.0,203.0,212.0,240.0,244.0,243.0,284.0,299.0,308.0,342.0,
            Tiempo Completo,1379.0,1544.0,1685.0,1710.0,1787.0,611.0,744.0,791.0,742.0,819.0,276.0,275.0,273.0,310.0,306.0,159.0,137.0,214.0,229.0,227.0,165.0,177.0,183.0,202.0,201.0,168.0,211.0,224.0,227.0,234.0,
            Tiempo Parcial,444.0,557.0,683.0,753.0,788.0,182.0,215.0,242.0,305.0,285.0,88.0,165.0,277.0,211.0,222.0,72.0,78.0,60.0,118.0,130.0,27.0,26.0,29.0,38.0,43.0,75.0,73.0,75.0,81.0,108.0,
        Mujeres,
            Total,2460.0,2978.0,3435.0,3380.0,3647.0,1295.0,1636.0,1779.0,1676.0,1883.0,146.0,171.0,251.0,253.0,250.0,297.0,352.0,506.0,565.0,586.0,488.0,550.0,606.0,603.0,636.0,234.0,269.0,293.0,283.0,292.0,
