Universidad,Ciencias Sociales y Jurídicas,Ingeniería y Arquitectura,Artes y Humanidades,Ciencias de la Salud,Ciencias,Curso,Tipo_centro,Sexo,Dedicacion,Nivel
Oberta de Catalunya,0.0,0.0,0.0,0.0,0.0,2017-2018,Centro adscrito,Mujeres,Tiempo Completo,grado
A Coruña,238.0,0.0,0.0,215.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Alcalá,465.0,0.0,0.0,212.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Alicante,23.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Almería,308.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Autónoma de Barcelona,548.0,66.0,393.0,1742.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Autónoma de Madrid,425.0,0.0,0.0,881.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Barcelona,988.0,9.0,213.0,634.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Burgos,85.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Cádiz,279.0,0.0,0.0,215.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Cantabria,108.0,0.0,15.0,329.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Carlos III de Madrid,0.0,18.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Complutense de Madrid,2526.0,0.0,118.0,628.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Córdoba,394.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Extremadura,103.0,10.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Girona,1117.0,0.0,46.0,523.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Granada,487.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Huelva,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Illes Balears (Les),184.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Jaén,332.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
La Laguna,133.0,0.0,0.0,184.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
La Rioja,0.0,0.0,0.0,263.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Las Palmas de Gran Canaria,119.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
León,26.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Lleida,44.0,0.0,0.0,92.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Málaga,410.0,0.0,0.0,203.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Miguel Hernández de Elche,250.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Murcia,558.0,0.0,0.0,143.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Oviedo,219.0,0.0,0.0,299.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Pablo de Olavide,116.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
País Vasco/Euskal Herriko Unibertsitatea,131.0,14.0,0.0,260.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Politécnica de Cartagena,0.0,11.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Politécnica de Catalunya,296.0,100.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Politécnica de Madrid,0.0,0.0,87.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Politècnica de València,0.0,29.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Pompeu Fabra,949.0,489.0,0.0,627.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Rey Juan Carlos,939.0,47.0,211.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Rovira i Virgili,0.0,7.0,0.0,92.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Salamanca,31.0,17.0,0.0,336.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Santiago de Compostela,253.0,0.0,0.0,192.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
València (Estudi General),446.0,0.0,0.0,390.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Vigo,286.0,6.0,0.0,656.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Zaragoza,140.0,145.0,0.0,247.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Camilo José Cela,5.0,6.0,539.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Católica de Valencia San Vicente Mártir,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Católica Santa Teresa de Jesús de Ávila,77.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Deusto,397.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Europea de Canarias,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Europea de Madrid,1.0,2.0,0.0,48.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Europea de Valencia,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Europea del Atlántico,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Francisco de Vitoria,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
IE Universidad,588.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Mondragón Unibertsitatea,155.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Navarra,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Pontificia Comillas,251.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Pontificia de Salamanca,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Ramón Llull,0.0,0.0,177.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Vic-Central de Catalunya,169.0,0.0,359.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
A Distancia de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Internacional de La Rioja,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Internacional Valenciana,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
Oberta de Catalunya,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Completo,grado
A Coruña,609.0,383.0,63.0,71.0,61.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Alcalá,458.0,144.0,128.0,168.0,155.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Alicante,1386.0,302.0,243.0,88.0,176.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Almería,563.0,98.0,82.0,136.0,76.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Autónoma de Barcelona,933.0,49.0,511.0,435.0,275.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Autónoma de Madrid,505.0,62.0,378.0,251.0,314.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Barcelona,2100.0,55.0,1220.0,889.0,454.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Burgos,364.0,94.0,158.0,81.0,9.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Cádiz,1245.0,292.0,234.0,86.0,179.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Cantabria,528.0,150.0,11.0,47.0,15.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Carlos III de Madrid,701.0,231.0,22.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Castilla-La Mancha,1143.0,238.0,179.0,195.0,96.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Complutense de Madrid,2075.0,150.0,910.0,848.0,421.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Córdoba,674.0,106.0,147.0,152.0,157.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Extremadura,1068.0,248.0,92.0,142.0,265.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Girona,507.0,88.0,102.0,55.0,144.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Granada,2514.0,425.0,1089.0,998.0,575.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Huelva,858.0,130.0,103.0,98.0,49.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Illes Balears (Les),1072.0,74.0,190.0,200.0,106.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Jaén,608.0,127.0,93.0,115.0,59.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Jaume I de Castellón,764.0,187.0,118.0,122.0,35.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
La Laguna,727.0,134.0,242.0,179.0,108.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
La Rioja,165.0,31.0,13.0,0.0,31.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Las Palmas de Gran Canaria,1106.0,215.0,208.0,90.0,10.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
León,448.0,135.0,84.0,85.0,87.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Lleida,294.0,69.0,69.0,91.0,23.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Málaga,1502.0,299.0,465.0,243.0,180.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Miguel Hernández de Elche,537.0,113.0,54.0,413.0,70.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Murcia,1635.0,54.0,438.0,556.0,251.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Oviedo,881.0,315.0,295.0,170.0,149.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Pablo de Olavide,477.0,9.0,138.0,27.0,49.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
País Vasco/Euskal Herriko Unibertsitatea,1651.0,469.0,336.0,278.0,171.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Politécnica de Cartagena,95.0,297.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Politécnica de Catalunya,0.0,1514.0,0.0,69.0,1.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Politécnica de Madrid,53.0,1927.0,0.0,0.0,4.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Politècnica de València,242.0,833.0,242.0,0.0,99.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Pompeu Fabra,581.0,60.0,241.0,22.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Pública de Navarra,306.0,92.0,0.0,45.0,1.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Rey Juan Carlos,4570.0,414.0,244.0,176.0,158.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Rovira i Virgili,533.0,117.0,171.0,150.0,60.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Salamanca,591.0,159.0,306.0,257.0,150.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Santiago de Compostela,754.0,98.0,289.0,423.0,171.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
València (Estudi General),1592.0,88.0,550.0,781.0,356.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Vigo,770.0,258.0,156.0,7.0,104.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Zaragoza,1340.0,183.0,296.0,172.0,136.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Abat Oliba CEU,309.0,0.0,0.0,40.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Atlántico Medio,1.0,0.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Camilo José Cela,1224.0,9.0,3.0,43.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Cardenal Herrera-CEU,214.0,31.0,0.0,229.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Católica de Valencia San Vicente Mártir,400.0,0.0,3.0,304.0,25.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Católica San Antonio,858.0,81.0,5.0,360.0,87.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Católica Santa Teresa de Jesús de Ávila,272.0,125.0,0.0,94.0,16.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Deusto,233.0,18.0,44.0,12.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Europea de Canarias,11.0,4.0,0.0,2.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Europea de Madrid,447.0,107.0,27.0,250.0,7.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Europea de Valencia,38.0,6.0,11.0,45.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Europea del Atlántico,39.0,6.0,12.0,16.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Europea Miguel de Cervantes,198.0,9.0,0.0,136.0,5.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Fernando Pessoa-Canarias (UFP-C),1.0,0.0,0.0,56.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Francisco de Vitoria,675.0,16.0,84.0,168.0,20.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
IE Universidad,25.0,2.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Internacional de Catalunya,121.0,13.0,18.0,47.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Loyola Andalucía,178.0,3.0,0.0,38.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Mondragón Unibertsitatea,107.0,46.0,0.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Navarra,161.0,95.0,18.0,74.0,20.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Pontificia Comillas,77.0,41.0,46.0,47.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Pontificia de Salamanca,368.0,20.0,1.0,139.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Ramón Llull,546.0,140.0,11.0,220.0,25.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Vic-Central de Catalunya,191.0,12.0,392.0,309.0,71.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
A Distancia de Madrid,1224.0,73.0,32.0,189.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Internacional de La Rioja,4956.0,52.0,171.0,0.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Internacional Valenciana,448.0,6.0,100.0,93.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
Oberta de Catalunya,10436.0,549.0,2109.0,5231.0,0.0,2018-2019,Centro propio,Mujeres,Tiempo Parcial,grado
A Coruña,83.0,0.0,0.0,14.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Alcalá,151.0,0.0,0.0,8.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Alicante,18.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Almería,43.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Autónoma de Barcelona,92.0,14.0,111.0,284.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Autónoma de Madrid,164.0,0.0,0.0,61.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Barcelona,89.0,0.0,63.0,82.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Burgos,29.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Cádiz,36.0,0.0,0.0,1.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Cantabria,41.0,0.0,1.0,25.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Carlos III de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Castilla-La Mancha,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Complutense de Madrid,324.0,0.0,59.0,27.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Córdoba,40.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Extremadura,36.0,7.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Girona,210.0,0.0,0.0,25.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Granada,93.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Huelva,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Illes Balears (Les),90.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Jaén,72.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Jaume I de Castellón,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
La Laguna,17.0,0.0,0.0,6.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
La Rioja,0.0,0.0,0.0,4.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Las Palmas de Gran Canaria,58.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
León,11.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Lleida,20.0,0.0,0.0,12.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Málaga,15.0,0.0,0.0,20.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Miguel Hernández de Elche,28.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Murcia,176.0,0.0,0.0,17.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Oviedo,59.0,0.0,0.0,63.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Pablo de Olavide,3.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
País Vasco/Euskal Herriko Unibertsitatea,28.0,2.0,0.0,21.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Politécnica de Cartagena,0.0,11.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Politécnica de Catalunya,150.0,46.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Politécnica de Madrid,0.0,0.0,1.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Politècnica de València,0.0,18.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Pompeu Fabra,80.0,121.0,0.0,49.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Pública de Navarra,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Rey Juan Carlos,77.0,0.0,8.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Rovira i Virgili,0.0,2.0,0.0,2.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Salamanca,23.0,3.0,0.0,10.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Santiago de Compostela,72.0,0.0,0.0,20.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
València (Estudi General),184.0,0.0,0.0,31.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Vigo,20.0,6.0,0.0,51.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Zaragoza,30.0,85.0,0.0,15.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Abat Oliba CEU,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Atlántico Medio,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Camilo José Cela,4.0,0.0,34.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Cardenal Herrera-CEU,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Católica de Valencia San Vicente Mártir,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Católica San Antonio,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Católica Santa Teresa de Jesús de Ávila,99.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Deusto,38.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Europea de Canarias,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Europea de Madrid,2.0,8.0,2.0,7.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Europea de Valencia,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Europea del Atlántico,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Europea Miguel de Cervantes,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Fernando Pessoa-Canarias (UFP-C),0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Francisco de Vitoria,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
IE Universidad,2.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Internacional de Catalunya,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Loyola Andalucía,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Mondragón Unibertsitatea,7.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Navarra,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Pontificia Comillas,8.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Pontificia de Salamanca,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Ramón Llull,0.0,0.0,111.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Vic-Central de Catalunya,6.0,0.0,112.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
A Distancia de Madrid,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Internacional de La Rioja,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Internacional Valenciana,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
Oberta de Catalunya,0.0,0.0,0.0,0.0,0.0,2016-2017,Centro adscrito,Mujeres,Tiempo Parcial,grado
A Coruña,620.0,347.0,57.0,98.0,50.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Alcalá,420.0,170.0,112.0,132.0,167.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Alicante,1180.0,266.0,213.0,120.0,126.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Almería,506.0,101.0,71.0,101.0,57.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Autónoma de Barcelona,1008.0,56.0,514.0,402.0,299.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
Autónoma de Madrid,515.0,60.0,356.0,278.0,308.0,2015-2016,Centro propio,Mujeres,Tiempo Parcial,grado
